ID,Nome,Nome original,Nivel,Vida,Lookface,Arquivo
8307,Thunder Ape King,ThunderApeKing,57,30015,0103,ThunderApeKing.ini
71,Thunder Ape L58,ThunderApeL58,58,6371,0503,ThunderApeL58.ini
8107,Thunder Ape Msgr,ThunderApeMsgr,57,4202,0103,ThunderApeMsgr.ini
40123,Thunder Crystal,ThunderCrystal,140,5000000,916,ThunderCrystal.ini
3639,Timothy,Timothy,120,65535,0151,Timothy.ini
3134,Titan L77,TitanL77,77,42549,0153,TitanL77.ini
2164,Tomb Bandit,TombBandit,35,817,401,TombBandit.ini
2165,Tomb Bandit Leader,TombBanditLeader,85,11673,400,TombBanditLeader.ini
20,Tomb Bat,TombBat,102,24472,0206,TombBat.ini
80,Tomb Bat L103,TombBatL103,103,48944,0606,TombBatL103.ini
6006,Tough Horn,ToughHorn,100,38500,0200,ToughHorn.ini
126,Tough Monster,ToughMonster,77,6767,0105,ToughMonster.ini
3101,Tough Snake,ToughSnake,1,500,0403,ToughSnake.ini
2156,Trout Elf,TroutElf,10,500,311,TroutElf.ini
2,Turtledove,Turtledove,7,81,0304,Turtledove.ini
3019,Tyrant Bandit,TyrantBandit,118,18205,0201,TyrantBandit.ini
66432,Ultimate Pluto,UltimatePluto,133,15000000,0168,UltimatePluto.ini
5045,Undead Soldier,UndeadSoldier,120,3451,0263,UndeadSoldier.ini
5049,Undead Spearman,UndeadSpearman,121,5176,0165,UndeadSpearman.ini
3600,Vale Demon,ValeDemon,120,50000,0127,ValeDemon.ini
86,Vampire Bat,VampireBat,108,50000,0148,VampireBat.ini
87,Vampire King,VampireKing,113,55000,0148,VampireKing.ini
14334,Venomous Ape,VenomousApe,50,3000,0225,VenomousApe.ini
40108,Vermilion Bird,VermilionBird,140,500000,710,VermilionBird.ini
40106,Vermilion Bird Defender,VermilionBirdDefender,140,50000,197,VermilionBirdDefender.ini
3622,Vicious Bat,ViciousBat,120,50000,0357,ViciousBat.ini
2158,Vicious Rat,ViciousRat,43,5484,602,ViciousRat.ini
3641,Victoria,Victoria,120,65535,0328,Victoria.ini
40902,Violet Bat King,VioletBatKing,122,109800,210,VioletBatKing.ini
2167,Viper,Viper,95,14335,204,Viper.ini
11223,Vulture,Vulture,47,2199,0232,Vulture.ini
24,War Ghost,WarGhost,20,30300,0308,WarGhost.ini
8419,Water Devil,WaterDevil,120,30000,0273,WaterDevil.ini
3617,Water Hades,WaterHades,120,50000,0260,WaterHades.ini
8500,Water Lord,WaterLord,120,60000,0273,WaterLord.ini
3103,Water Snake,WaterSnake,80,47853,0203,WaterSnake.ini
40943,Water Terror(Elite),WaterTerror(Elite),123,20000000,273,WaterTerror(Elite).ini
40933,Water Terror(Nor.),WaterTerror(Nor.),123,10000000,273,WaterTerror(Nor.).ini
3642,Wayne,Wayne,120,65535,0129,Wayne.ini
3003,West Monster,WestMonster,88,6813,0105,WestMonster.ini
3610,White Fiend,WhiteFiend,120,50000,0226,WhiteFiend.ini
40104,White Tiger,WhiteTiger,140,500000,709,WhiteTiger.ini
40103,White Tiger Defender,WhiteTigerDefender,140,50000,384,WhiteTigerDefender.ini
3016,Wild Bandit,WildBandit,88,6813,0201,WildBandit.ini
3612,Wind Ape,WindApe,120,50000,0325,WindApe.ini
110,Wind Snake,WindSnake,27,400,0203,WindSnake.ini
40941,Winged Lord(Elite),WingedLord(Elite),123,15000000,397,WingedLord(Elite).ini
40931,Winged Lord(Nor.),WingedLord(Nor.),123,8000000,397,WingedLord(Nor.).ini
6,Winged Snake,WingedSnake,27,445,0203,WingedSnake.ini
8201,Winged Snake Aide,WingedSnakeAide,27,800,0243,WingedSnakeAide.ini
8301,Winged Snake King,WingedSnakeKing,27,26680,0443,WingedSnakeKing.ini
65,Winged Snake L28,WingedSnakeL28,28,890,0603,WingedSnakeL28.ini
8101,Winged Snake Msgr,WingedSnakeMsgr,27,800,0243,WingedSnakeMsgr.ini
3616,Wood Hades,WoodHades,120,50000,0160,WoodHades.ini
5060,Wraith,Wraith,132,3934,0327,Wraith.ini
20202,Wraith,Wraith,132,85000,0523,Wraith2.ini
20203,Wraith Lord,WraithLord,133,90000,0523,WraithLord.ini
2160,Yang Feng,YangFeng,95,40000,360,YangFeng.ini
