ID,Nome,Fonte do nome,Confianca,Lv min,Lv max,NPC inicio,NPC fim,Premio,Refs no codigo,No codigo,Em saves,Arquivos
1485,Prove Myself,client Questinfo.ini,high,77,87,"8444,1000,345,247,ConvoyViceLeaderLing,Desert","8444,1000,345,247,ConvoyViceLeaderLing,Desert","Some EXP, 3,000 Silver and a Small Joy Stone [item 720173,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1486,The Cactus 1,client Questinfo.ini,high,77,87,"8444,1000,345,247,ConvoyViceLeaderLing,Desert","8444,1000,345,247,ConvoyViceLeaderLing,Desert","Some EXP, 3,000 Silver and an Attack Pot (20m) [item 721691,0,0,0,0,0,0]",1,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1487,The Cactus 2,client Questinfo.ini,high,78,88,"8444,1000,345,247,ConvoyViceLeaderLing,Desert","8444,1000,345,247,ConvoyViceLeaderLing,Desert","Some EXP and 2,000 Silver",1,sim,0,Game/MsgServer/MsgDataPacket.cs
1489,The Cactus 4,client Questinfo.ini,high,78,88,"8444,1000,345,247,ConvoyViceLeaderLing,Desert","8444,1000,345,247,ConvoyViceLeaderLing,Desert","Some EXP, 3,000 Silver and 5 Panaceas [item 1002000,0,0,0,0,0,0]",6,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1491,The Thunder Stone,client Questinfo.ini,high,79,89,"8443,1000,359,246,ConvoyLeaderGu,Desert","8438,1000,491,256,IronsmithLi,Desert","Some EXP, 3,000 Silver and a Desert City Gate [item 1060021,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1493,Protect the Moon Spring,client Questinfo.ini,high,80,90,"8445,1000,311,481,SpringGeneralXu,Desert","8445,1000,311,481,SpringGeneralXu,Desert","Some EXP, 3,000 Silver and 5 Panaceas [item 1002000,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1494,Sharp Blade,client Questinfo.ini,high,80,90,"8446,1000,301,478,SpringViceGeneralOu,Desert","8446,1000,301,478,SpringViceGeneralOu,Desert","Some EXP, 3,000 Silver and a Meteor [item 1088001,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1497,Inscription 2,client Questinfo.ini,high,81,91,"8447,1000,311,478,SculptorHe,Desert","8447,1000,311,478,SculptorHe,Desert","Some EXP and 3,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1498,Inscription 3,client Questinfo.ini,high,81,91,"8447,1000,311,478,SculptorHe,Desert","8447,1000,311,478,SculptorHe,Desert","Some EXP, 3,000 Silver and a Unique Agate Ring [item 150157,0,0,0,3,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1499,Kill the Blade Ghosts,client Questinfo.ini,high,82,92,"8445,1000,311,481,SpringGeneralXu,Desert","8445,1000,311,481,SpringGeneralXu,Desert","Some EXP, 3,000 Silver and an Attack Pot (20m) [item 721691,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1500,The Avenger,client Questinfo.ini,high,82,92,"8446,1000,301,478,SpringViceGeneralOu,Desert","8446,1000,301,478,SpringViceGeneralOu,Desert","Some EXP and 3,000 Silver [item 720172,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1501,Worship the Water God 1,client Questinfo.ini,high,82,92,"8448,1000,299,461,TaoistSpring,Desert","8448,1000,299,461,TaoistSpring,Desert","Some EXP and 3,000 Silver",4,sim,0,Game/MsgMonster/MonsterRole.cs
1506,Poisonous Water 3,client Questinfo.ini,high,83,93,"8437,1000,501,304,GeneralZhuGe,Desert","8449,1000,288,464,SpringSoldierZhao,Desert","Some EXP and 3,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1508,Elder Jiang 1,client Questinfo.ini,high,83,93,"8450,1000,308,456,ElderJiang,Desert","8450,1000,308,456,ElderJiang,Desert","Some EXP and 2,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1591,Kill the Birdmen,client Questinfo.ini,high,85,105,"8512,1015,715,576,BI-ViceCaptain,BirdIsland","8512,1015,715,576,BI-ViceCaptain,BirdIsland","Some EXP  3,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1592,Birdman Arms,client Questinfo.ini,high,85,105,"8513,1015,720,561,ArmorerYu,BirdIsland","8513,1015,720,561,ArmorerYu,BirdIsland","Some Exp  3,000 silver  [item 720172,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1593,Retrieving Tools,client Questinfo.ini,high,86,106,"8511,1015,685,594,XuFan,BirdIsland","8511,1015,685,594,XuFan,BirdIsland","Some EXP  3,000 Silver  [item 720173,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1594,Flower Arrangement,client Questinfo.ini,high,86,106,"8514,1015,907,648,XimenQing,BirdIsland","8514,1015,907,648,XimenQing,BirdIsland","Some EXP  3,000 Silver  5 [item 1002000,0,0,0,0,0,0]",1,sim,0,Client/PoolProcesor.cs
1597,Birdman Feathers,client Questinfo.ini,high,87,107,"8521,1015,740,624,CityGeneral,BirdIsland","8521,1015,740,624,CityGeneral,BirdIsland","Some EXP  3,000 Silver  5 [item 1002000,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1598,Hunting L88 Birdmen,client Questinfo.ini,high,87,107,"8512,1015,715,576,BI-ViceCaptain,BirdIsland","8512,1015,715,576,BI-ViceCaptain,BirdIsland","Some EXP  3,000 Silver  [item 1060024,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1599,Bird Beaks,client Questinfo.ini,high,87,107,"8514,1015,907,648,XimenQing,BirdIsland","8514,1015,907,648,XimenQing,BirdIsland","Some EXP  3,000 Silver  [item 720173,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1601,Strange Box 2,client Questinfo.ini,high,88,108,"8514,1015,907,648,XimenQing,BirdIsland","8522,1015,920,650,StrangeBox,BirdIsland","Some EXP  3,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1604,Wife`s Worry,client Questinfo.ini,high,89,109,"8523,1015,684,567,WealthyWan`sWife,DesertCity","8524,1015,797,554,WealthyWan,BirdIsland","Some Exp,  3,000 silver  [item 723017,0,0,0,3,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1610,Old Book,client Questinfo.ini,high,90,110,"8526,1015,441,672,Xi`er,BirdIsland","8526,1015,441,672,Xi`er,BirdIsland","Some EXP  4,000 Silver  [item 720172,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1611,Hunting HawKings,client Questinfo.ini,high,90,110,"8525,1015,444,660,IslandGeneral,BirdIsland","8525,1015,444,660,IslandGeneral,BirdIsland","Some EXP  4,000 Silver  [item 1060024,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1612,Magic Circle,client Questinfo.ini,high,91,111,"8527,1015,453,667,TruthTaoist,BirdIsland","8527,1015,453,667,TruthTaoist,BirdIsland","Some Exp  3,000 silver  5个 [item 1002000,0,0,0,0,0,0]",5,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1616,Soldier`s Challenge,client Questinfo.ini,high,91,111,"8531,1015,567,784,SoldierZheng,BirdIsland","8531,1015,567,784,SoldierZheng,BirdIsland","Some Exp  1,000 silver  5 [item 1002000,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1619,Blockade 2,client Questinfo.ini,high,92,112,"8527,1015,453,667,TruthTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver",3,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1621,Hunting L93 Hawks,client Questinfo.ini,high,92,112,"8534,1015,375,207,ViceGeneral,BirdIsland","8534,1015,375,207,ViceGeneral,BirdIsland","Some EXP  3,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1622,Claws and Fangs,client Questinfo.ini,high,92,112,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver  [item 720173,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1624,Hawk`s Treasures,client Questinfo.ini,high,93,113,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver   5个 [item 1002010,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1625,Hawk`s Treasures 2,client Questinfo.ini,high,93,113,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver  [item 152187,0,0,0,3,0,0]",1,sim,0,Client/PoolProcesor.cs
1626,Elemental Circle 1,client Questinfo.ini,high,94,114,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  4,000 silver  [item 1060024,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1628,Elemental Circle 3,client Questinfo.ini,high,94,114,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1629,Elemental Circle 4,client Questinfo.ini,high,94,114,"8533,1015,375,213,MysteryTaoist,BirdIsland","8533,1015,375,213,MysteryTaoist,BirdIsland","Some Exp  3,000 silver   [item 120187,0,0,0,3,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1630,Revenge,client Questinfo.ini,high,94,114,"8535,1015,376,199,SoldierZhang,BirdIsland","8535,1015,376,199,SoldierZhang,BirdIsland","Some Exp  3,000 silver  5 [item 1002010,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1640,Dried Fish,client Questinfo.ini,high,97,117,"8540,1015,213,190,OldZhang,BirdIsland","8562,1015,335,319,AdjutantLi,BirdIsland","EXP, 3,000 Silver, [item 723017,0,0,0,0,0,0]",1,sim,0,Client/PoolProcesor.cs
1641,Bandits L98,client Questinfo.ini,high,97,117,"8537,1015,194,202,VillageHead,BirdIsland","8537,1015,194,202,VillageHead,BirdIsland","EXP, 4,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1642,Bandit`s Saber,client Questinfo.ini,high,97,117,"8539,1015,324,310,GeneralArmand,BirdIsland","8539,1015,324,310,GeneralArmand,BirdIsland","EXP, 4,000 Silver, [item 723017,0,0,0,3,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1645,Maiden in Armour III,client Questinfo.ini,high,98,118,"8542,1015,104,293,Mulan,BirdIsland","8542,1015,104,293,Mulan,BirdIsland","EXP, 4,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1647,Maiden in Armour V,client Questinfo.ini,high,98,118,"8539,1015,324,310,GeneralArmand,BirdIsland","8539,1015,324,310,GeneralArmand,BirdIsland","EXP, 4,000 Silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1650,Hidden Banditti,client Questinfo.ini,high,99,119,"8537,1015,194,202,VillageHead,BirdIsland","8537,1015,194,202,VillageHead,BirdIsland","EXP, 4,000 Silver, 5 [item 1002010,0,0,0,0,0,0]s",1,sim,0,Game/MsgMonster/MonsterRole.cs
1651,Retrieve Yarn Ball,client Questinfo.ini,high,99,119,"8536,1015,228,205,Soldier`sMother,BirdIsland","8536,1015,228,205,Soldier`sMother,BirdIsland","Some Exp  4,000 silver",1,sim,0,Game/MsgMonster/MonsterRole.cs
1652,Flower Wine,client Questinfo.ini,high,99,119,"8541,1015,200,178,Harriet,BirdIsland","8541,1015,200,178,Harriet,BirdIsland","EXP, 4,000 Silver, A random Refined Gem",1,sim,0,Game/MsgMonster/MonsterRole.cs
1653,Rainbow Flowers,client Questinfo.ini,high,99,119,"8540,1015,213,190,OldZhang,BirdIsland","8540,1015,213,190,OldZhang,BirdIsland","EXP, 4,000 Silver, [item 720173,0,0,0,0,0,0]",1,sim,0,Client/PoolProcesor.cs
1661,Patrol the City,client Questinfo.ini,high,85,105,"8510,1015,710,572,BICastellan,BirdIsland","8510,1015,710,572,BICastellan,BirdIsland","Some EXP  2,000 Silver  [item 721691,0,0,0,0,0,0]",8,sim,0,Client/PoolProcesor.cs
1720,The Connector 3,client Questinfo.ini,high,22,42,"4437,1011,33,398,ThiefChen,PhoenixCastle","4437,1011,33,398,ThiefChen,PhoenixCastle","100 Silver \n=======================================\nFinal reward:  \nItem: Refined Necklace Pack  [item 728236,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1724,Spun Gold Armor 2,client Questinfo.ini,high,30,50,"4464,1011,194,260,VeteranHong,PhoenixCastle","4464,1011,194,260,VeteranHong,PhoenixCastle","100 Silver\n=======================================\nFinal reward:  \nItem: Level 32 Unique Armor Pack  [item 728237,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1725,Spun Gold Armor 3,client Questinfo.ini,high,30,50,"4464,1011,194,260,VeteranHong,PhoenixCastle","4464,1011,194,260,VeteranHong,PhoenixCastle","1,000 Silver and 10 minutes EXP  \n=======================================\nFinal reward:  \nItem: Level 32 Unique Armor Pack  [item 728237,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1729,Azure Pill 3,client Questinfo.ini,high,40,60,"4483,1011,0182,0241,PharmacistMuMu,PhoenixCastle","4483,1011,0182,0241,PharmacistMuMu,PhoenixCastle","100 Silver \n=======================================\nFinal reward:  \nItem: Level 43 Unique Ring Pack  [item 728238,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1735,Artisan`s Feather 3,client Questinfo.ini,high,45,65,"4467,1002,603,672,ArtisanLuo,WindPlain","4467,1002,603,672,ArtisanLuo,WindPlain","100 Silver \n=======================================\nFinal reward:  \nItem: Level 50 Unique Weapon Pack  [item 728239,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1736,Artisan`s Feather 4,client Questinfo.ini,high,45,65,"4467,1002,603,672,ArtisanLuo,WindPlain","4467,1002,603,672,ArtisanLuo,WindPlain","Silver: 1500  EXP:  EXP worth 1/3 EXP Ball  \n=======================================\nFinal reward:  \nItem: Level 50 Unique Weapon Pack  [item 728239,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1740,Mystic Ring 3,client Questinfo.ini,high,48,68,"4501,1011,779,477,DealerShen,PhoenixCastle","4501,1011,779,477,DealerShen,PhoenixCastle","100 Silver \n=======================================\nFinal reward:  \nItem: Level 52 Unique Headgear Pack  [item 728240,0,0,0,0,0,0]",1,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1741,Mystic Ring 4,client Questinfo.ini,high,48,68,"4501,1011,779,477,DealerShen,PhoenixCastle","4501,1011,779,477,DealerShen,PhoenixCastle","100 Silver \n=======================================\nFinal reward:  \nItem: Level 52 Unique Headgear Pack  [item 728240,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1746,Frantic Monkeys 2,client Questinfo.ini,high,50,70,"4485,1020,553,584,OfficerBao,LoveCanyon","4485,1020,553,584,OfficerBao,LoveCanyon","100 Silver \n=======================================\nFinal reward:  \nItem: Level 55 Elite Weapon Pack  [item 728243,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1748,Frantic Monkeys 4,client Questinfo.ini,high,50,70,"4486,1002,424,343,DoctorLi,WindPlain","4486,1002,424,343,DoctorLi,WindPlain","100 Silver \n=======================================\nFinal reward:  \nItem: Level 55 Elite Weapon Pack  [item 728243,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1749,Frantic Monkeys 5,client Questinfo.ini,high,50,70,"4486,1002,424,343,DoctorLi,WindPlain","4485,1020,553,584,OfficerBao,LoveCanyon","Silver: 3,000  EXP:  EXP worth 1/2 EXP Ball  \n=======================================\nFinal reward:  \nItem: Level 55 Elite Weapon Pack  [item 728243,0,0,0,0,0,0]",4,sim,0,Game/MsgMonster/MonsterRole.cs
1753,Soul of General 3,client Questinfo.ini,high,55,75,"4487,1020,865,540,GeneralAmber,LoveCanyon","4487,1020,865,540,GeneralAmber,LoveCanyon","100 Silver \n=======================================\nFinal reward:  \nItem: Level 60 Elite Boot Pack  [item 728244,0,0,0,0,0,0]",5,sim,0,Game/MsgMonster/MonsterRole.cs
1756,Soul of General 6,client Questinfo.ini,high,55,75,"4490,1002,389,343,GuardLi,Forest","4488,1002,390,347,GeneralZhao,Forest","Silver: 4000  EXP: EXP worth 2/3 EXP Ball  \n=======================================\nFinal reward:  \nItem: Level 60 Elite Boot Pack  [item 728244,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1783,Mad Man 3,client Questinfo.ini,high,60,80,"1611,1002,396,233,GeneralJudd,TwinCity","1611,1002,396,233,GeneralJudd,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 67 Elite Headgear Pack  [item 728245,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1785,Mad Man 5,client Questinfo.ini,high,60,80,"4470,1002,386,377,PharmacistDong,TwinCity","4468,1020,552,601,DuSan,ApeCity","Silver: 5000  EXP: EXP worth 5/6 EXP Ball  \n=======================================\nFinal reward:  \nItem: Level 67 Elite Headgear Pack  [item 728245,0,0,0,0,0,0]",1,sim,0,Client/PoolProcesor.cs
1789,Ghost City 3,client Questinfo.ini,high,75,95,"4504,1002,479,338,JerkWang,TwinCity","4504,1002,479,338,JerkWang,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 87 Elite Armor Pack  [item 728246,0,0,0,0,0,0]",4,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1791,Ghost City 5,client Questinfo.ini,high,75,95,"4505,1002,373,358,TaoistShine,TwinCity","4505,1002,373,358,TaoistShine,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 87 Elite Armor Pack  [item 728246,0,0,0,0,0,0]",1,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1792,Ghost City 6,client Questinfo.ini,high,75,95,"4505,1002,373,358,TaoistShine,TwinCity","4526,1780,145,134,MoMo,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 87 Elite Armor Pack  [item 728246,0,0,0,0,0,0]",1,sim,0,Game/MsgServer/MsgItemUsuagePacket.cs
1796,Tomboy`s Marriage 2,client Questinfo.ini,high,78,98,"4718,1000,461,661,FarmerLynn,DesertCity","4718,1000,461,661,FarmerLynn,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 82 Elite Necklace Pack  [item 728241,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1797,Tomboy`s Marriage 3,client Questinfo.ini,high,78,98,"4718,1000,461,661,FarmerLynn,Desert","4718,1000,461,661,FarmerLynn,Desert","100 Silver\n=======================================\nFinal reward: \nItem: Level 82 Elite Necklace Pack  [item 728241,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1801,Desert Blood 2,client Questinfo.ini,high,85,105,"4621,1000,495,579,Harvey,DesertCity","4622,1000,386,103,StoneColumn,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 90 Elite Ring Pack  [item 728242,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1802,Desert Blood 3,client Questinfo.ini,high,85,105,"4622,1000,386,103,StoneColumn,DesertCity","4622,1000,386,103,StoneColumn,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 90 Elite Ring Pack  [item 728242,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1803,Desert Blood 4,client Questinfo.ini,high,85,105,"4622,1000,386,103,StoneColumn,DesertCity","4622,1000,386,103,StoneColumn,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: Level 90 Elite Ring Pack  [item 728242,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1809,Hero`s Wings 2,client Questinfo.ini,high,90,110,"4700,1015,725,541,PoorXiao,BirdIsland","4701,1015,701,595,DoctorKnowitAll,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: Super Headgear Pack  [item 728247,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1812,Hero`s Wings 5,client Questinfo.ini,high,90,110,"4701,1015,701,595,DoctorKnowitAll,BirdIsland","4701,1015,701,595,DoctorKnowitAll,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: Super Headgear Pack  [item 728247,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1813,Hero`s Wings 6,client Questinfo.ini,high,90,110,"4701,1015,701,595,DoctorKnowitAll,BirdIsland","4701,1015,701,595,DoctorKnowitAll,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: Super Headgear Pack  [item 728247,0,0,0,0,0,0]",8,sim,0,Client/PoolProcesor.cs; Game/MsgMonster/MonsterRole.cs; Game/MsgServer/MsgItemUsuagePacket.cs
1814,Hero`s Wings 7,client Questinfo.ini,high,90,110,"4701,1015,701,595,DoctorKnowitAll,BirdIsland","4701,1015,701,595,DoctorKnowitAll,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: Super Headgear Pack  [item 728247,0,0,0,0,0,0]",2,sim,0,Game/MsgMonster/MonsterRole.cs
1820,Family Feud (2),client Questinfo.ini,high,95,115,"4705,1015,686,547,Felix,BirdIsland","4705,1015,686,547,Felix,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: L97 Super Necklace Pack  [item 728248,0,0,0,0,0,0]",3,sim,0,Game/MsgMonster/MonsterRole.cs
1821,Family Feud (3),client Questinfo.ini,high,95,115,"4705,1015,686,547,Felix,BirdIsland","4705,1015,686,547,Felix,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: L97 Super Necklace Pack  [item 728248,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1822,Family Feud (4),client Questinfo.ini,high,95,115,"4705,1015,686,547,Felix,BirdIsland","4705,1015,686,547,Felix,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: L97 Super Necklace Pack  [item 728248,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1823,Family Feud (5),client Questinfo.ini,high,95,115,"4705,1015,686,547,Felix,BirdIsland","4705,1015,686,547,Felix,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: L97 Super Necklace Pack  [item 728248,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1824,Family Feud (6),client Questinfo.ini,high,95,115,"4705,1015,686,547,Felix,BirdIsland","4705,1015,686,547,Felix,BirdIsland","100 Silver \n=======================================\nFinal reward:  \nItem: L97 Super Necklace Pack  [item 728248,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1829,Desert Treasure (2),client Questinfo.ini,high,98,118,"4651,1000,466,658,Louis,DesertCity","4651,1000,466,658,Louis,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: L100 Super Boots Pack  [item 728249,0,0,0,0,0,0]",3,sim,0,Client/PoolProcesor.cs; Game/MsgMonster/MonsterRole.cs; Game/MsgServer/MsgItemUsuagePacket.cs
1830,Desert Treasure (3),client Questinfo.ini,high,98,118,"4651,1000,466,658,Louis,DesertCity","4652,1001,310,631,Shark,MysticCastle","100 Silver \n=======================================\nFinal reward:  \nItem: L100 Super Boots Pack  [item 728249,0,0,0,0,0,0]",2,sim,0,Client/PoolProcesor.cs
1832,Desert Treasure (5),client Questinfo.ini,high,98,118,"4652,1001,310,631,Shark,MysticCastle","4651,1000,466,658,Louis,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: L100 Super Boots Pack  [item 728249,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1836,Desert Expedition (2),client Questinfo.ini,high,105,125,"4702,1000,520,589,MasterMoMo,DesertCity","4702,1000,520,589,MasterMoMo,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: L110 Super Ring Pack  [item 728250,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1837,Desert Expedition (3),client Questinfo.ini,high,105,125,"4702,1000,520,589,MasterMoMo,DesertCity","4702,1000,520,589,MasterMoMo,DesertCity","100 Silver \n=======================================\nFinal reward:  \nItem: L110 Super Ring Pack  [item 728250,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1838,Desert Expedition (4),client Questinfo.ini,high,105,125,"4702,1000,520,589,MasterMoMo,DesertCity","4702,1000,520,589,MasterMoMo,DesertCity","6,000 Silver and 1 hour EXP  \n=======================================\nFinal reward:  \nItem: L110 Super Ring Pack  [item 728250,0,0,0,0,0,0]",1,sim,0,Game/MsgMonster/MonsterRole.cs
1842,Power Book (3),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1843,Power Book (4),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1844,Power Book (5),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1845,Power Book (6),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",3,sim,0,Game/MsgNpc/NpcHandler.cs; Game/MsgServer/MsgItemUsuagePacket.cs
1846,Power Book (7),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1847,Power Book (8),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
1848,Power Book (9),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",3,sim,0,Game/MsgNpc/NpcHandler.cs; Game/MsgServer/MsgItemUsuagePacket.cs
1849,Power Book (10),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
