UID,Nome,Fonte do nome,Confianca,Tipo,Mesh,Mapa ID,Mapa,X,Y,Origem
1,Storekeeper,Questinfo.ini (NPC citado na quest),high,DialogAndGui,10,1002,newplain,415,351,Npcs.txt
4,Armorer,Questinfo.ini (NPC citado na quest),high,DialogAndGui,40,1002,newplain,412,366,Npcs.txt
8,Warehouseman,Questinfo.ini (NPC citado na quest),high,Fixed,80,1002,newplain,409,351,Npcs.txt
423,Cauldron,client npc.ini (tipo = UID; pode diferir do nome real),low,Shop,2706,1002,newplain,412,361,Npcs.txt
30161,Furniture Store,NpcID enum (codigo),medium,Talker,8120,1002,newplain,409,370,Npcs.txt
10063,Shopboy,NpcID enum (codigo),medium,Talker,5020,1002,newplain,424,350,Npcs.txt
3,Pharmacist,Questinfo.ini (NPC citado na quest),high,DialogAndGui,30,1002,newplain,466,327,Npcs.txt
101611,Tc Boxer,NpcID enum (codigo),medium,Talker,1056,1002,newplain,350,335,Npcs.txt
2001,TC Captain,Questinfo.ini (NPC citado na quest),high,Talker,1746,1002,newplain,435,438,Npcs.txt
10050,Twin City Conductress,NpcID enum (codigo),medium,Type29,286,1002,newplain,435,440,Npcs.txt
43,Jail Join,NpcID enum (codigo),medium,Talker,394,1002,newplain,513,359,Npcs.txt
8158,Team Pk Manager,NpcID enum (codigo),medium,Talker,9730,1002,newplain,419,241,Npcs.txt
7879,Elite PK Envoy,Questinfo.ini (NPC citado na quest),high,Talker,8500,1002,newplain,430,247,Npcs.txt
5,Blacksmith,Questinfo.ini (NPC citado na quest),high,DialogAndGui,50,1002,newplain,452,330,Npcs.txt
380,Guild Conductor,NpcID enum (codigo),medium,Talker,1156,1002,newplain,350,337,Npcs.txt
5601,Talker 5601 - newplain,sugerido (tipo+id+mapa),placeholder,Talker,6330,1002,newplain,388,383,Npcs.txt
5600,Mount Trainer,Questinfo.ini (NPC citado na quest),high,Talker,6327,1002,newplain,388,386,Npcs.txt
10021,Arena Npc,NpcID enum (codigo),medium,Talker,260,1002,newplain,459,291,Npcs.txt
10020,Beautician 10020 - newplain,sugerido (tipo+id+mapa),placeholder,Beautician,250,1002,newplain,459,331,Npcs.txt
5533,Clan Npc,NpcID enum (codigo),medium,Talker,9450,1002,newplain,411,392,Npcs.txt
101611,Tc Boxer,NpcID enum (codigo),medium,Talker,1056,1002,newplain,350,335,Npcs.txt
662,Class Pk Envoy,NpcID enum (codigo),medium,Talker,1360,1002,newplain,436,241,Npcs.txt
3836,Ofline TG Npc,NpcID enum (codigo),medium,Talker,3016,601,Nhouse04,57,54,Npcs.txt
924,Lottery Lady Luck,NpcID enum (codigo),medium,Talker,9230,700,arena-none,40,50,Npcs.txt
925,Talker 925 - arena-none,sugerido (tipo+id+mapa),placeholder,Talker,9257,700,arena-none,57,57,Npcs.txt
926,Talker 926 - arena-none,sugerido (tipo+id+mapa),placeholder,Talker,9277,700,arena-none,45,57,Npcs.txt
927,Talker 927 - arena-none,sugerido (tipo+id+mapa),placeholder,Talker,9267,700,arena-none,45,45,Npcs.txt
928,Talker 928 - arena-none,sugerido (tipo+id+mapa),placeholder,Talker,9287,700,arena-none,57,45,Npcs.txt
930,Talker 930 - arena-none,sugerido (tipo+id+mapa),placeholder,Talker,9297,700,arena-none,51,51,Npcs.txt
3952,Lottery Collector Wong,NpcID enum (codigo),medium,Talker,3236,700,arena-none,34,42,Npcs.txt
8439,Vice General Dong,Questinfo.ini (NPC citado na quest),high,Talker,10110,1000,desert,486,346,Npcs.txt
8438,Ironsmith Li,Questinfo.ini (NPC citado na quest),high,Talker,10100,1000,desert,481,341,Npcs.txt
8434,Ke Yulun,Questinfo.ini (NPC citado na quest),high,Talker,10070,1000,desert,559,795,Npcs.txt
8440,Wan Ying,Questinfo.ini (NPC citado na quest),high,Talker,10120,1000,desert,475,331,Npcs.txt
8441,Han Cheng,Questinfo.ini (NPC citado na quest),high,Talker,10130,1000,desert,585,319,Npcs.txt
8444,Convoy Vice Leader Ling,Questinfo.ini (NPC citado na quest),high,Talker,10160,1000,desert,345,247,Npcs.txt
8437,General Zhu Ge,Questinfo.ini (NPC citado na quest),high,Talker,10090,1000,desert,472,345,Npcs.txt
10016,Shop 10016 - desert,sugerido (tipo+id+mapa),placeholder,Shop,236,1000,desert,480,324,Npcs.txt
10,Blacksmith,client npc.ini (tipo = UID; pode diferir do nome real),low,Shop,9890,1000,desert,486,621,Npcs.txt
4573,Ghoul Kong,Questinfo.ini (NPC citado na quest),high,Talker,4027,1000,desert,85,313,Npcs.txt
4583,Kunlun Wanderer,Questinfo.ini (NPC citado na quest),high,Talker,3910,1000,desert,490,618,Npcs.txt
4702,Master Mo Mo,Questinfo.ini (NPC citado na quest),high,Talker,4750,1000,desert,520,589,Npcs.txt
101623,Ape Boxer,NpcID enum (codigo),medium,Talker,6400,1000,desert,481,630,Npcs.txt
30104,Talker 30104 - desert,sugerido (tipo+id+mapa),placeholder,Talker,7310,1000,desert,519,615,Npcs.txt
10011,WH Desert,NpcID enum (codigo),medium,Fixed,200,1000,desert,471,629,Npcs.txt
10015,Shop 10015 - desert,sugerido (tipo+id+mapa),placeholder,Shop,9880,1000,desert,486,623,Npcs.txt
10040,Talker 10040 - desert,sugerido (tipo+id+mapa),placeholder,Talker,270,1000,desert,225,205,Npcs.txt
10041,Talker 10041 - desert,sugerido (tipo+id+mapa),placeholder,Talker,270,1000,desert,793,549,Npcs.txt
10051,Desert City Conductress,NpcID enum (codigo),medium,Type29,280,1000,desert,478,631,Npcs.txt
4622,Stone Column,Questinfo.ini (NPC citado na quest),high,Talker,3870,1000,desert,386,103,Npcs.txt
9,Pharmacist,client npc.ini (tipo = UID; pode diferir do nome real),low,Shop,30,1000,desert,511,630,Npcs.txt
6135,Stake,SobNpcs.txt,high,Talker,4190,1000,desert,472,645,Npcs.txt
8429,Withered Tree1,NpcID enum (codigo),medium,Talker,10040,1000,desert,535,735,Npcs.txt
8430,Withered Tree2,NpcID enum (codigo),medium,Talker,10040,1000,desert,534,724,Npcs.txt
8431,Withered Tree3,NpcID enum (codigo),medium,Talker,10040,1000,desert,552,719,Npcs.txt
8445,Spring General Xu,Questinfo.ini (NPC citado na quest),high,Talker,10170,1000,desert,311,481,Npcs.txt
8446,Spring Vice General Ou,Questinfo.ini (NPC citado na quest),high,Talker,10180,1000,desert,301,478,Npcs.txt
8447,Sculptor He,Questinfo.ini (NPC citado na quest),high,Talker,10190,1000,desert,311,478,Npcs.txt
8448,Taoist Spring,Questinfo.ini (NPC citado na quest),high,Talker,10200,1000,desert,299,461,Npcs.txt
8449,Spring Soldier Zhao,Questinfo.ini (NPC citado na quest),high,Talker,23070,1000,desert,288,464,Npcs.txt
8450,Elder Jiang,Questinfo.ini (NPC citado na quest),high,Talker,10220,1000,desert,308,456,Npcs.txt
8451,st1 Tree Seed,NpcID enum (codigo),medium,Talker,10230,1000,desert,968,662,Npcs.txt
8452,nd2 Tree Seed,NpcID enum (codigo),medium,Talker,10230,1000,desert,963,684,Npcs.txt
8453,rd3 Tree Seed,NpcID enum (codigo),medium,Talker,10230,1000,desert,943,663,Npcs.txt
2004,DC Captain,Questinfo.ini (NPC citado na quest),high,Talker,1770,5000,mine-one,476,631,Npcs.txt
2006,M Captain,NpcID enum (codigo),medium,Talker,1797,5000,mine-one,80,318,Npcs.txt
4353,Shop 4353 - desert,sugerido (tipo+id+mapa),placeholder,Shop,9900,1000,desert,493,612,Npcs.txt
4354,Shop 4354 - desert,sugerido (tipo+id+mapa),placeholder,Shop,9910,1000,desert,494,609,Npcs.txt
4358,Shop 4358 - desert,sugerido (tipo+id+mapa),placeholder,Shop,9920,1000,desert,486,627,Npcs.txt
4359,Shop 4359 - desert,sugerido (tipo+id+mapa),placeholder,Shop,9930,1000,desert,493,616,Npcs.txt
7832,Talker 7832 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,620,467,Npcs.txt
7833,Talker 7833 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,616,494,Npcs.txt
7834,Talker 7834 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,646,507,Npcs.txt
7835,Talker 7835 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,640,483,Npcs.txt
7836,Talker 7836 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,617,508,Npcs.txt
7837,Talker 7837 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,635,460,Npcs.txt
7838,Talker 7838 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,630,498,Npcs.txt
7839,Talker 7839 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,615,449,Npcs.txt
7840,Talker 7840 - desert,sugerido (tipo+id+mapa),placeholder,Talker,8170,1000,desert,613,456,Npcs.txt
10043,Talker 10043 - d antre01,sugerido (tipo+id+mapa),placeholder,Talker,270,1001,d antre01,472,366,Npcs.txt
4652,Shark,Questinfo.ini (NPC citado na quest),high,Talker,4066,1001,d antre01,310,631,Npcs.txt
9391,Pirate Lord,Questinfo.ini (NPC citado na quest),high,Talker,50070,5000,mine-one,55,53,Npcs.txt
4972,Wind Sage,Questinfo.ini (NPC citado na quest),high,Talker,50027,1004,forum,33,41,Npcs.txt
400,Archer God,Questinfo.ini (NPC citado na quest),high,Talker,50017,1004,forum,33,53,Npcs.txt
10000,Taoist Moon,Questinfo.ini (NPC citado na quest),high,Talker,50050,1004,forum,56,33,Npcs.txt
10001,Warrior God,Questinfo.ini (NPC citado na quest),high,Talker,50006,1004,forum,33,65,Npcs.txt
10022,Trojan Star,Questinfo.ini (NPC citado na quest),high,Talker,50040,1004,forum,44,33,Npcs.txt
8314,Head Abbot,Questinfo.ini (NPC citado na quest),high,Talker,50037,1004,forum,34,33,Npcs.txt
8591,Sub Class Manager,NpcID enum (codigo),medium,Talker,11210,5000,mine-one,55,52,Npcs.txt
8591,Sub Class Manager,NpcID enum (codigo),medium,Talker,11210,5000,mine-one,50,33,Npcs.txt
5518,Talker 5518 - horse,sugerido (tipo+id+mapa),placeholder,Talker,5844,1006,horse,17,33,Npcs.txt
5519,Talker 5519 - horse,sugerido (tipo+id+mapa),placeholder,Talker,5850,1006,horse,17,22,Npcs.txt
5520,Talker 5520 - horse,sugerido (tipo+id+mapa),placeholder,Talker,5864,1006,horse,21,33,Npcs.txt
5591,Talker 5591 - horse,sugerido (tipo+id+mapa),placeholder,Talker,7630,1006,horse,24,22,Npcs.txt
5592,Talker 5592 - horse,sugerido (tipo+id+mapa),placeholder,Talker,7644,1006,horse,25,33,Npcs.txt
5593,Talker 5593 - horse,sugerido (tipo+id+mapa),placeholder,Talker,7650,1006,horse,32,22,Npcs.txt
5594,Talker 5594 - horse,sugerido (tipo+id+mapa),placeholder,Talker,7664,1006,horse,29,33,Npcs.txt
832662,Tinter,NpcID enum (codigo),medium,Talker,5030,1008,grocery,26,16,Npcs.txt
4026306,Start Npc,NpcID enum (codigo),medium,Talker,190,1010,newbie,88,42,Npcs.txt
10017,Shop 10017 - tiger,sugerido (tipo+id+mapa),placeholder,Shop,230,1013,tiger,46,22,Npcs.txt
11,Armorer,client npc.ini (tipo = UID; pode diferir do nome real),low,Shop,116,1011,woods,202,242,Npcs.txt
8439,Vice General Dong,Questinfo.ini (NPC citado na quest),high,Talker,10110,1000,desert,486,346,Npcs.txt
8292,Jack Daniel,Questinfo.ini (NPC citado na quest),high,Talker,10943,1011,woods,221,395,Npcs.txt
4478,Windwalker Promotion Manager,client npc.ini (tipo = UID; pode diferir do nome real),low,Talker,6850,1011,woods,95,426,Npcs.txt
4479,Windwalker,client npc.ini (tipo = UID; pode diferir do nome real),low,Talker,6850,1011,woods,95,434,Npcs.txt
4480,Talker 4480 - woods,sugerido (tipo+id+mapa),placeholder,Talker,6850,1011,woods,103,426,Npcs.txt
4481,Talker 4481 - woods,sugerido (tipo+id+mapa),placeholder,Talker,6850,1011,woods,103,434,Npcs.txt
8278,Militia Tiger,Questinfo.ini (NPC citado na quest),high,Talker,4460,1011,woods,656,698,Npcs.txt
8270,Intelligence Agent,Questinfo.ini (NPC citado na quest),high,Talker,4380,1011,woods,215,360,Npcs.txt
8272,Bandit Boss,NpcID enum (codigo),medium,Talker,4406,1011,woods,227,404,Npcs.txt
11,Armorer,client npc.ini (tipo = UID; pode diferir do nome real),low,Shop,116,1011,woods,202,242,Npcs.txt
4501,Dealer Shen,Questinfo.ini (NPC citado na quest),high,Talker,6767,1011,woods,779,477,Npcs.txt
4502,Shen Junior,NpcID enum (codigo),medium,Talker,6776,1011,woods,924,556,Npcs.txt
4582,Villager Chou,Questinfo.ini (NPC citado na quest),high,Talker,4140,1011,woods,788,456,Npcs.txt
421,Norbert,NpcID enum (codigo),medium,Talker,9210,1011,woods,810,458,Npcs.txt
101625,Desert Boxer,NpcID enum (codigo),medium,Talker,6418,1011,woods,206,255,Npcs.txt
3216,Mr Free,NpcID enum (codigo),medium,Talker,1320,1011,woods,154,238,Npcs.txt
10012,w H Pheonix,NpcID enum (codigo),medium,Fixed,210,1011,woods,227,246,Npcs.txt
10013,Shop 10013 - woods,sugerido (tipo+id+mapa),placeholder,Shop,220,1011,woods,197,226,Npcs.txt
10014,Shop 10014 - woods,sugerido (tipo+id+mapa),placeholder,Shop,230,1011,woods,189,252,Npcs.txt
10034,Talker 10034 - woods,sugerido (tipo+id+mapa),placeholder,Talker,270,1011,woods,538,772,Npcs.txt
10035,Talker 10035 - woods,sugerido (tipo+id+mapa),placeholder,Talker,270,1011,woods,734,452,Npcs.txt
10036,Talker 10036 - woods,sugerido (tipo+id+mapa),placeholder,Talker,270,1011,woods,67,423,Npcs.txt
10052,Pheonix City Conductress,NpcID enum (codigo),medium,Type29,287,1011,woods,228,255,Npcs.txt
3664,Crystal Riddler,NpcID enum (codigo),medium,Talker,2480,1011,woods,398,29,Npcs.txt
8267,Yu Jing,Questinfo.ini (NPC citado na quest),high,Talker,4357,1011,woods,13,373,Npcs.txt
8268,Hunter Wong,Questinfo.ini (NPC citado na quest),high,Talker,4364,1011,woods,790,447,Npcs.txt
8269,Naughty Boy,NpcID enum (codigo),medium,Talker,4370,1011,woods,770,460,Npcs.txt
8273,Village Head,Questinfo.ini (NPC citado na quest),high,Talker,4410,1011,woods,772,475,Npcs.txt
8274,Bold Boy,Questinfo.ini (NPC citado na quest),high,Talker,4420,1011,woods,761,473,Npcs.txt
8275,Fur Dealer,Questinfo.ini (NPC citado na quest),high,Talker,4430,1011,woods,796,475,Npcs.txt
8277,Militia Captain,Questinfo.ini (NPC citado na quest),high,Talker,4456,1011,woods,655,703,Npcs.txt
8279,Militia Dragon,Questinfo.ini (NPC citado na quest),high,Talker,4472,1011,woods,661,704,Npcs.txt
8280,Militia Leopard,Questinfo.ini (NPC citado na quest),high,Talker,4486,1011,woods,636,566,Npcs.txt
8281,Warrant Of Arrest,Questinfo.ini (NPC citado na quest),high,Talker,4490,1011,woods,644,708,Npcs.txt
8282,Talker 8282 - woods,sugerido (tipo+id+mapa),placeholder,Talker,2380,1011,woods,402,55,Npcs.txt
8283,Talker 8283 - woods,sugerido (tipo+id+mapa),placeholder,Talker,2380,1011,woods,392,40,Npcs.txt
8284,Talker 8284 - woods,sugerido (tipo+id+mapa),placeholder,Talker,2380,1011,woods,376,36,Npcs.txt
8285,Talker 8285 - woods,sugerido (tipo+id+mapa),placeholder,Talker,2380,1011,woods,397,56,Npcs.txt
8286,Talker 8286 - woods,sugerido (tipo+id+mapa),placeholder,Talker,2380,1011,woods,369,41,Npcs.txt
6281,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,92,347,Npcs.txt
6282,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,93,341,Npcs.txt
6283,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,80,333,Npcs.txt
6284,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,69,338,Npcs.txt
6285,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,79,350,Npcs.txt
6286,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,77,357,Npcs.txt
6287,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,102,340,Npcs.txt
6288,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,109,351,Npcs.txt
6290,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,78,315,Npcs.txt
6291,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,65,347,Npcs.txt
6292,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,56,351,Npcs.txt
6298,Stake,SobNpcs.txt,high,Talker,6793,1858,poker,52,65,Npcs.txt
7762,WH Poker,NpcID enum (codigo),medium,Talker,81,1858,poker,55,60,Npcs.txt
6299,Stake,SobNpcs.txt,high,Talker,6793,1860,poker02,52,65,Npcs.txt
2002,PC Captain,NpcID enum (codigo),medium,Talker,1757,5000,mine-one,227,257,Npcs.txt
4356,Shop 4356 - woods,sugerido (tipo+id+mapa),placeholder,Shop,16,1011,woods,168,238,Npcs.txt
4437,Thief Chen,Questinfo.ini (NPC citado na quest),high,Talker,5970,1011,woods,33,398,Npcs.txt
6291,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,65,347,Npcs.txt
6292,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,56,351,Npcs.txt
6290,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,78,315,Npcs.txt
6281,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,92,347,Npcs.txt
6282,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,93,341,Npcs.txt
6283,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,80,333,Npcs.txt
6284,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,69,338,Npcs.txt
6285,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,79,350,Npcs.txt
6286,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,77,357,Npcs.txt
6287,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,102,340,Npcs.txt
6288,Stake,SobNpcs.txt,high,Talker,4700,1011,woods,109,351,Npcs.txt
2002,PC Captain,NpcID enum (codigo),medium,Talker,1757,1011,woods,227,257,Npcs.txt
4356,Shop 4356 - woods,sugerido (tipo+id+mapa),placeholder,Shop,16,1011,woods,168,238,Npcs.txt
4437,Thief Chen,Questinfo.ini (NPC citado na quest),high,Talker,5970,1011,woods,33,398,Npcs.txt
4464,Veteran Hong,Questinfo.ini (NPC citado na quest),high,Talker,6837,1011,woods,194,260,Npcs.txt
4465,Zhao Jian,NpcID enum (codigo),medium,Talker,6840,1011,woods,200,325,Npcs.txt
8292,Jack Daniel,Questinfo.ini (NPC citado na quest),high,Talker,10943,1011,woods,221,395,Npcs.txt
4478,Windwalker Promotion Manager,client npc.ini (tipo = UID; pode diferir do nome real),low,Talker,6850,1011,woods,95,426,Npcs.txt
4479,Windwalker,client npc.ini (tipo = UID; pode diferir do nome real),low,Talker,6850,1011,woods,95,434,Npcs.txt
4480,Talker 4480 - woods,sugerido (tipo+id+mapa),placeholder,Talker,6850,1011,woods,103,426,Npcs.txt
4481,Talker 4481 - woods,sugerido (tipo+id+mapa),placeholder,Talker,6850,1011,woods,103,434,Npcs.txt
8278,Militia Tiger,Questinfo.ini (NPC citado na quest),high,Talker,4460,1011,woods,656,698,Npcs.txt
8270,Intelligence Agent,Questinfo.ini (NPC citado na quest),high,Talker,4380,1011,woods,215,360,Npcs.txt
8272,Bandit Boss,NpcID enum (codigo),medium,Talker,4406,1011,woods,227,404,Npcs.txt
4482,Scholar Wu,Questinfo.ini (NPC citado na quest),high,Talker,7576,1011,woods,214,231,Npcs.txt
8551,Talker 8551 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,523,321,Npcs.txt
8552,Talker 8552 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,599,347,Npcs.txt
8554,Talker 8554 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,538,345,Npcs.txt
8555,Talker 8555 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,630,429,Npcs.txt
8551,Talker 8551 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,523,321,Npcs.txt
8538,Alvis,Questinfo.ini (NPC citado na quest),high,Talker,10593,1015,island,321,192,Npcs.txt
8546,Talker 8546 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,356,486,Npcs.txt
8547,Talker 8547 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,397,591,Npcs.txt
8548,Talker 8548 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,444,582,Npcs.txt
8549,Talker 8549 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,391,550,Npcs.txt
8550,Talker 8550 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,447,530,Npcs.txt
8529,Soldier Guan,Questinfo.ini (NPC citado na quest),high,Talker,10503,1015,island,563,606,Npcs.txt
8530,Soldier Xu,Questinfo.ini (NPC citado na quest),high,Talker,10513,1015,island,457,495,Npcs.txt
8531,Soldier Zheng,Questinfo.ini (NPC citado na quest),high,Talker,10523,1015,island,361,583,Npcs.txt
8532,Soldier Fei,Questinfo.ini (NPC citado na quest),high,Talker,10533,1015,island,441,724,Npcs.txt
8559,Southwest Island,NpcID enum (codigo),medium,Talker,10693,1015,island,277,274,Npcs.txt
8558,West Island,NpcID enum (codigo),medium,Talker,10693,1015,island,395,651,Npcs.txt
8556,Northeast Island,NpcID enum (codigo),medium,Talker,10693,1015,island,570,628,Npcs.txt
30115,Green Snake,NpcID enum (codigo),medium,Talker,7410,1015,island,468,203,Npcs.txt
4569,Ye Sheng,NpcID enum (codigo),medium,Talker,3986,1015,island,324,400,Npcs.txt
4576,Season Door,NpcID enum (codigo),medium,Talker,4210,1015,island,354,402,Npcs.txt
4575,Time Door,Questinfo.ini (NPC citado na quest),high,Talker,4200,1015,island,340,404,Npcs.txt
4577,Dream Door,NpcID enum (codigo),medium,Talker,4220,1015,island,362,397,Npcs.txt
4579,Net Peddler,NpcID enum (codigo),medium,Talker,4086,1015,island,321,371,Npcs.txt
101629,Bird Boxer,NpcID enum (codigo),medium,Talker,6430,1015,island,714,561,Npcs.txt
10023,Shop 10023 - island,sugerido (tipo+id+mapa),placeholder,Shop,10,1015,island,721,541,Npcs.txt
10025,Shop 10025 - island,sugerido (tipo+id+mapa),placeholder,Shop,50,1015,island,751,544,Npcs.txt
10026,Shop 10026 - island,sugerido (tipo+id+mapa),placeholder,Shop,30,1015,island,765,542,Npcs.txt
10027,WH Bird,NpcID enum (codigo),medium,Fixed,80,1015,island,716,541,Npcs.txt
10056,Bird City Conductress,NpcID enum (codigo),medium,Type29,280,1015,island,789,566,Npcs.txt
8399,Talker 8399 - island,sugerido (tipo+id+mapa),placeholder,Talker,9568,1015,island,694,632,Npcs.txt
8400,Talker 8400 - island,sugerido (tipo+id+mapa),placeholder,Talker,9568,1015,island,703,645,Npcs.txt
8401,Talker 8401 - island,sugerido (tipo+id+mapa),placeholder,Talker,9568,1015,island,695,648,Npcs.txt
8516,White Chrysanthemum,NpcID enum (codigo),medium,Talker,10373,1015,island,881,747,Npcs.txt
8514,Ximen Qing,Questinfo.ini (NPC citado na quest),high,Talker,10353,5000,mine-one,907,648,Npcs.txt
8515,Lily,NpcID enum (codigo),medium,Talker,10363,1015,island,758,781,Npcs.txt
8517,Jasmine,NpcID enum (codigo),medium,Talker,10383,1015,island,853,575,Npcs.txt
8518,Willow Leaf,NpcID enum (codigo),medium,Talker,10393,1015,island,790,509,Npcs.txt
8522,Strange Box,Questinfo.ini (NPC citado na quest),high,Talker,10433,1015,island,920,650,Npcs.txt
8525,Island General,Questinfo.ini (NPC citado na quest),high,Talker,10463,1015,island,586,735,Npcs.txt
8526,Xi'er,Questinfo.ini (NPC citado na quest),high,Talker,10473,1015,island,574,743,Npcs.txt
8527,Truth Taoist,Questinfo.ini (NPC citado na quest),high,Talker,10483,1015,island,579,741,Npcs.txt
8528,Cook Yuan,Questinfo.ini (NPC citado na quest),high,Talker,10493,1015,island,586,730,Npcs.txt
8533,Mystery Taoist,Questinfo.ini (NPC citado na quest),high,Talker,10547,1015,island,329,470,Npcs.txt
8534,Vice General,Questinfo.ini (NPC citado na quest),high,Talker,10553,1015,island,347,464,Npcs.txt
8535,Soldier Zhang,Questinfo.ini (NPC citado na quest),high,Talker,10563,1015,island,352,464,Npcs.txt
8536,Soldier's Mother,Questinfo.ini (NPC citado na quest),high,Talker,10570,1015,island,360,393,Npcs.txt
8537,Village Head,Questinfo.ini (NPC citado na quest),high,Talker,10583,1015,island,326,390,Npcs.txt
8539,General Armand,Questinfo.ini (NPC citado na quest),high,Talker,10603,1015,island,332,295,Npcs.txt
8540,Old Zhang,Questinfo.ini (NPC citado na quest),high,Talker,10613,1015,island,343,384,Npcs.txt
8541,Harriet,Questinfo.ini (NPC citado na quest),high,Talker,10623,1015,island,332,366,Npcs.txt
8542,Mulan,Questinfo.ini (NPC citado na quest),high,Talker,10633,1015,island,517,317,Npcs.txt
8544,Fishing Net,NpcID enum (codigo),medium,Talker,10653,1015,island,345,379,Npcs.txt
8545,Salted Fish,NpcID enum (codigo),medium,Talker,10663,1015,island,347,382,Npcs.txt
8546,Talker 8546 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,390,494,Npcs.txt
8548,Talker 8548 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,432,576,Npcs.txt
8549,Talker 8549 - island,sugerido (tipo+id+mapa),placeholder,Talker,10673,1015,island,437,545,Npcs.txt
8552,Talker 8552 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,599,347,Npcs.txt
8553,Talker 8553 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,537,322,Npcs.txt
8555,Talker 8555 - island,sugerido (tipo+id+mapa),placeholder,Talker,10683,1015,island,630,429,Npcs.txt
8557,North Island,NpcID enum (codigo),medium,Talker,10693,1015,island,392,473,Npcs.txt
8560,Central Island,NpcID enum (codigo),medium,Talker,10693,1015,island,517,321,Npcs.txt
8561,Northwest Island,NpcID enum (codigo),medium,Talker,10693,1015,island,330,388,Npcs.txt
8562,Adjutant Li,Questinfo.ini (NPC citado na quest),high,Talker,10703,1015,island,327,295,Npcs.txt
2005,B Captain,NpcID enum (codigo),medium,Talker,1780,5000,mine-one,791,566,Npcs.txt
7000,Guild Gate Keeper,NpcID enum (codigo),medium,Talker,1131,1038,faction,354,345,Npcs.txt
101615,Guild Conductor4,NpcID enum (codigo),medium,Talker,1487,1038,faction,348,320,Npcs.txt
101617,Guild Conductor3,NpcID enum (codigo),medium,Talker,1477,1038,faction,348,329,Npcs.txt
101619,Guild Conductor2,NpcID enum (codigo),medium,Talker,1467,1038,faction,339,338,Npcs.txt
101621,Guild Conductor1,NpcID enum (codigo),medium,Talker,1457,1038,faction,331,338,Npcs.txt
101897,Guild Officer,NpcID enum (codigo),medium,Talker,8160,1038,faction,44,60,Npcs.txt
4454,Flame2,NpcID enum (codigo),medium,Talker,6580,1038,faction,317,270,Npcs.txt
4455,Flame3,NpcID enum (codigo),medium,Talker,6590,1038,faction,236,291,Npcs.txt
4456,Flame4,NpcID enum (codigo),medium,Talker,6600,1038,faction,194,168,Npcs.txt
4457,Flame5,NpcID enum (codigo),medium,Talker,6610,1038,faction,115,53,Npcs.txt
4458,Flame6,NpcID enum (codigo),medium,Talker,6620,1038,faction,316,378,Npcs.txt
4459,Flame7,NpcID enum (codigo),medium,Talker,6630,1038,faction,136,182,Npcs.txt
4460,Flame8,NpcID enum (codigo),medium,Talker,6640,1038,faction,38,94,Npcs.txt
