id;name;type;lookface;life;mana;attack_max;attack_min;defence;dexterity;dodge;helmet_type;armor_type;weaponr_type;weaponl_type;attack_range;view_range;escape_life;attack_speed;move_speed;level;attack_user;drop_money;drop_itemtype;size_add;action;run_speed;drop_armet;drop_necklace;drop_armor;drop_ring;drop_weapon;drop_shield;drop_shoes;drop_hp;drop_mp;magic_type;magic_def;magic_hitrate;ai_type;defence2;stc_type;anti_monster;extra_battlelev;extra_exp;extra_damage;species_type;attr_metal;attr_wood;attr_water;attr_fire;attr_earth;vs_callpet;transform_flag;transform_condition;transform_monster;attack_new;defence_new;stable_defence;critical_rate;magic_critical_rate;anti_critical_rate;final_dmg_add;final_dmg_add_mgc;final_dmg_reduce;final_dmg_reduce_mgc;item_drop_rule1;item_drop_rule2;item_drop_rule3;item_drop_rule4;extra_magic_injury;attribute
2142;Gangster;0001;0201;0817;00;0067;0061;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0032;32771;0023;0000;0001;98053968;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2143;Vulture;0001;0132;1467;00;0038;0035;0000;0000;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0047;32771;0000;0000;0001;98053999;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;10000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2146;Devil;0001;0240;0033;00;0006;0005;0000;0000;0000;0000;0000;0000;0000;0001;0010;0000;1000;0500;0001;32771;0003;0000;0001;98053917;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2147;VenomousApe;0001;0225;3000;00;0217;0195;0050;0000;0000;0000;0000;0000;0000;0001;0018;0000;1000;1000;0050;32771;0018;0000;0001;98054006;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2148;ApeLeader;0001;0556;5000;00;0257;0245;0050;0000;0000;0000;0000;0000;0000;0001;0018;0000;1000;1000;0050;32771;0132;0000;0001;98054007;0500;000;000;000;000;000;000;000;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2149;JadePhantom;0001;0397;13805;00;0082;0077;0000;0000;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0060;32771;0017;0000;0001;98054031;0500;008;099;099;099;099;099;099;1002010;1002030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2150;KidCatcher;0001;0130;1500;00;0628;0500;0000;0046;0085;0000;0000;0000;0000;0001;0015;0000;1000;0500;0075;32771;0011;0000;0002;98054072;0500;099;099;099;099;099;099;000;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2151;KidHunter;0001;0326;5000;00;0900;0800;0000;0018;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0075;32771;0011;0000;0001;98054073;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;10000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2152;KidSiezer;0001;0326;10000;00;0900;0800;0000;0018;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0075;32771;0011;0000;0001;98054074;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;10000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2153;FishElf;0001;0130;1000;00;0100;0500;0000;0050;0085;0000;0000;0000;0000;0015;0015;0000;1000;1000;0075;32783;0000;0000;0001;98054075;0500;000;000;000;000;000;000;000;1000020;1001020;8036;0000;0100;0000;1000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2154;MouseElf;0001;0202;1000;00;0100;0500;0000;0050;0085;0000;0000;0000;0000;0015;0015;0000;1000;1000;0075;32783;0000;0000;0001;98054076;0500;000;000;000;000;000;000;000;1000020;1001020;8036;0000;0100;0000;1000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2155;KidRipper;0001;0202;1500;00;0628;0500;0000;0046;0085;0000;0000;0000;0000;0001;0015;0000;1000;0500;0075;32771;0011;0000;0002;98054077;0500;099;099;099;099;099;099;000;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2156;TroutElf;0001;0311;0500;00;0020;0019;0012;0000;0037;0000;0000;0000;0000;0001;0008;0000;1000;1000;0010;32771;0009;0000;0000;98053945;0500;099;000;099;000;000;099;099;1000010;1001000;0000;0070;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2157;BloodyShawn;0001;0404;30000;00;1334;1001;0000;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0012;0000;0002;98054153;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2158;ViciousRat;0001;0219;5484;00;0140;0125;0000;0006;0075;0000;0000;0000;0000;0002;0015;0000;1000;0250;0043;32771;0039;0000;0001;98053993;0100;004;007;003;007;007;000;003;1002000;1001020;0000;0000;0000;0000;10000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2159;MausoleumGeneral1;0001;0353;15000;00;2000;1500;0100;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0139;0000;0002;98054154;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2160;YangFeng;0001;0160;40000;00;2700;2000;0150;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0139;0000;0002;98054155;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2161;MausoleumGeneral2;0001;0354;15000;00;2000;1500;0100;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0139;0000;0002;98054156;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2162;MausoleumSentry;0001;0308;5484;00;0368;0331;0000;0003;0083;0000;0000;0000;0000;0002;0015;0000;1000;0250;0043;32771;0066;0000;0001;98053994;0100;006;012;006;012;012;003;005;1002010;1001020;0000;0000;0000;0000;10000;13;16;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2163;CapriceLeader;0001;0604;14113;00;0368;0331;0000;0003;0083;0000;0000;0000;0000;0002;0015;0000;1000;0250;0063;32771;0022;0000;0001;98054041;0100;006;012;006;012;012;003;005;1002010;1001020;0000;0000;0000;0000;10000;13;16;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2164;TombBandit;0001;0201;0817;00;0112;0102;0120;0006;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0035;32771;0023;0000;0001;98053974;0400;003;005;002;005;005;099;002;1000030;1001020;0000;0070;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2165;TombBanditLeader;0001;0400;11673;00;0864;0780;0550;0007;0087;0000;0000;0000;0000;0001;0008;0000;1000;0500;0085;32771;0105;0000;0001;98054122;0400;007;016;007;016;016;006;007;1002020;1001020;0000;0060;0000;0000;10000;02;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2166;MausoleumGeneral3;0001;0354;15000;00;2000;1500;0100;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0139;0000;0002;98054157;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2167;Viper;0001;0204;14335;00;1832;1620;0050;0000;0000;0000;0000;0000;0000;0001;0018;0000;2000;0500;0095;32771;0015;0000;0001;98054159;0100;099;099;099;099;099;099;099;1002020;1002030;0000;0000;0000;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2168;Brigand;0001;0201;14335;00;1832;1620;0050;0000;0000;0000;0000;0000;0000;0001;0018;0000;2000;0500;0095;32771;0015;0000;0001;98054160;0100;099;099;099;099;099;099;099;1002020;1002030;0000;0000;0000;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2169;CrimsonClaw;0001;0910;14335;00;1374;1215;0050;0000;0000;0000;0000;0000;0000;0001;0008;0000;1000;0500;0095;32771;0043;0000;0001;98054161;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;6500;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2170;CrimsonViper;0001;0204;38000;00;2800;2200;0100;0000;0000;0000;0000;0000;0000;0001;0008;0000;1000;0500;0100;32771;0043;0000;0001;98054186;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;4000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2171;JadeCourtesan;0001;0152;38000;00;2600;2500;0000;0000;0000;0000;0000;0000;0000;0001;0008;0000;1000;0500;0100;32771;0003;0000;0001;98054187;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;4000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2172;PoemGhost;0001;0277;50000;00;3200;2700;0150;0000;0000;0000;0000;0000;0000;0001;0008;0000;1000;0500;0100;32771;0043;0000;0001;98054188;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;4000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2173;LyraGhost;0001;0230;50000;00;3000;2600;0150;0000;0000;0000;0000;0000;0000;0001;0008;0000;1000;0500;0100;32771;0043;0000;0001;98054189;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;4000;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2178;MausoleumGeneral4;0001;0353;15000;00;2000;1500;0100;0000;0000;0000;0000;0000;0000;0003;0020;0000;1000;0500;0095;32771;0139;0000;0002;98054158;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0050;0000;6500;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2179;DesertCondor;0001;0357;1401;00;0080;0079;0000;0000;0037;0000;0000;0000;0000;0001;0008;0000;1000;1000;0047;32771;0000;0000;0000;98054000;0500;099;000;099;000;000;099;099;1000010;1001000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2180;EvilSpirit;0001;0508;2100;00;0120;0119;0012;0000;0037;0000;0000;0000;0000;0001;0008;0000;1000;1000;0047;32771;0009;0000;0000;98054001;0500;099;000;099;000;000;099;099;1000010;1001000;0000;0070;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2189;JinxTombBat;0001;0348;45000;00;2003;1500;0200;0000;0000;0000;0000;0000;0000;0001;0010;0000;1000;1000;0110;32771;0012;0000;0002;98054227;0400;099;099;099;099;021;099;099;1002020;1001020;0000;0000;0000;0000;3000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2224;BanditLeaderL97;0001;0201;26680;00;0802;0600;0000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0097;32771;0011;0000;0001;98054171;0500;099;099;099;099;099;008;099;1002010;1002030;0000;0000;0000;0000;10000;55;21;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2225;BanditCourier;0001;0201;26680;00;0884;0662;0000;0013;0086;0000;0000;0000;0000;0001;0010;1000;1000;0500;0098;32771;0011;0000;0001;98054181;0300;099;099;099;099;019;099;008;1002020;1001020;0000;0060;0000;0000;10000;00;21;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2226;BanditDeliverer;0001;0201;26680;00;1003;0750;0000;0013;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0100;32771;0011;0000;0001;98054190;0400;099;099;008;099;099;099;099;1002020;1001020;0000;0060;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2231;MadBull;0001;0284;35535;00;1974;1365;0000;0019;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0113;32771;0013;0000;0002;98054240;0100;099;099;099;099;099;099;009;1002020;1001020;0000;0000;0000;0000;8000;57;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2232;BullMaster;0001;0317;45000;00;2350;1625;1200;0000;0000;0000;0000;0000;0000;0001;0010;0000;1000;1000;0115;32771;0013;0000;0002;98054244;0400;009;022;009;022;022;009;009;1002020;1001020;0000;0000;0000;0000;3000;00;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2237;WeirdPumpkin;0001;0282;0817;00;0089;0081;0000;0010;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0032;32771;0023;0000;0001;9009970;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;10000;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2324;LittleWhirl;0001;0369;0700;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0022;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2325;BetterLuck;0001;0216;7000;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2326;BetterFly;0001;0210;7000;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2327;VeryLoud;0001;0203;7000;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2328;IronHead;0001;0279;7000;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2329;Happy;0001;0213;7000;00;0496;0448;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;7701520;0500;006;014;006;014;014;004;015;1000030;1001030;0000;0000;0000;0000;6000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2340;YellowOxGuard;0001;0317;50000;00;700000;700000;0000;0050;0085;0000;0000;0000;0000;0015;0015;0000;1000;1000;0500;32783;0000;0000;0001;0000;0500;000;000;000;000;000;000;000;1002020;1001020;8036;0000;0100;0000;1000;00;0;255;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2351;HeavenOx;0001;0285;5000;00;0092;0082;0098;0004;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0030;32771;0020;0000;0001;0000;0400;002;004;002;004;004;099;002;1000030;1001020;0000;0070;0000;0000;1000;00;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2352;GoldenOx;0001;0317;5000;00;0092;0082;0098;0004;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0030;32771;0020;0000;0001;0000;0400;002;004;002;004;004;099;002;1000030;1001020;0000;0070;0000;0000;1000;00;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2353;SilverOx;0001;0284;5000;00;0092;0082;0098;0004;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0030;32771;0020;0000;0001;0000;0400;002;004;002;004;004;099;002;1000030;1001020;0000;0070;0000;0000;1000;00;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2354;RedFox;0001;0296;0500;00;0060;0053;0000;0004;0071;0000;0000;0000;0000;0001;0008;0008;1000;0500;0022;32771;0016;0000;0001;0000;0500;001;003;001;003;003;099;005;1000010;1001010;0000;0000;0000;0000;10000;05;8;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2355;BlueFox;0001;0295;0500;00;0060;0053;0000;0004;0071;0000;0000;0000;0000;0001;0008;0008;1000;0500;0022;32771;0016;0000;0001;0000;0500;001;003;001;003;003;099;005;1000010;1001010;0000;0000;0000;0000;10000;05;8;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2367;Guard2;0001;0900;5000;00;0092;0082;0098;0004;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0120;32779;0020;0000;0001;0000;0400;002;004;002;004;004;099;002;1000030;1001020;0000;0070;0000;0000;1000;00;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2380;MaleGhost;0001;0364;0033;00;0006;0005;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0006;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2390;CaveThief;0001;0201;10432;00;0746;0655;0000;0028;0085;0000;0000;0000;0000;0001;0010;0000;1000;1000;0082;32771;0117;0000;0001;98054112;0500;008;018;008;018;018;007;019;1002000;1001040;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2391;ForestThief;0001;0201;10697;00;0746;0655;0000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0082;32771;0125;0000;0001;98054113;0500;008;019;008;019;019;008;019;1002010;1002030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2392;DesertThief;0001;0201;10472;00;0746;0655;0000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0082;32771;0132;0000;0001;98054114;0500;008;020;009;020;020;008;021;1002010;1002030;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2410;SerpentEnvoy;0001;0155;65535;00;2400;2400;2200;0100;0086;0000;0000;0000;0000;0009;0009;0000;1300;0500;0123;32771;0176;0000;0001;98054341;0500;099;099;099;099;099;099;099;1000040;1002040;1002;0099;0070;0000;10000;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2411;IcySerpent;0001;0255;65535;00;2400;1650;0000;0035;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0122;32771;0105;0000;0001;9979200;0500;009;099;009;099;099;099;099;1000040;1002040;0000;0000;0000;0000;10000;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2412;SerpentLord;0001;0155;65535;00;2450;2350;4400;0130;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0123;32771;0176;0000;0001;98054340;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0050;0000;0000;10000;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2413;SerpentKing;0001;0255;65535;00;2600;2300;45000;0073;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0122;32771;0176;0000;0001;98054337;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0099;0000;0000;1000;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2414;FrostSerpent;0001;0155;65535;00;2520;1732;0000;0035;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0123;32771;0105;0000;0001;98054342;0100;099;099;099;023;099;099;099;1000040;1002040;0000;0000;0000;0000;10000;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2415;BladeDevilEnvoy;0001;0129;65535;00;2550;2550;2500;0100;0086;0000;0000;0000;0000;0009;0009;0000;1300;0500;0128;32771;0189;0000;0001;98054353;0500;099;099;099;099;099;099;099;1000040;1002040;1002;0099;0070;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2416;IcyBladeDevil;0001;0329;65535;00;2500;1800;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0127;32771;0118;0000;0001;9979210;0500;009;023;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2417;BladeDevilLord;0001;0129;65535;00;2600;2500;4800;0130;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0128;32771;0189;0000;0001;98054354;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0050;0000;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2418;BladeDevilKing;0001;0329;65535;00;2700;2500;50000;0077;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0127;32771;0189;0000;0001;98054348;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0099;0000;0000;1000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2419;FrostBladeDevil;0001;0129;65535;00;2625;1890;0000;0036;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0128;32771;0118;0000;0001;98054355;0100;099;099;009;023;099;099;099;1000040;1002040;0000;0000;0000;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2420;Demon;0001;0369;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;98053918;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2421;AncientDemon;0001;0156;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;98053919;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2422;FloodDemon;0001;0377;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;98053920;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2430;MaleGhost1;0001;0364;0033;00;0006;0005;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0006;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2431;FemaleGhost1;0001;0261;0033;00;0006;0005;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0006;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
